Город	Возраст	Численность населения	Год
Самара	15-18	40	1875
Самара	18-25	78	1875
Самара	26-35	14	1875
Самара	36-45	21	1875
Самара	46-60	39	1875
Самара	61-80	74	1875
Самара	80-100	27	1875
Самара	101+	46	1875
Омск	0-3	86	1875
Омск	3-7	77	1875
Омск	8-14	32	1875
Омск	15-18	23	1875
Омск	18-25	99	1875
Омск	26-35	10	1875
Омск	36-45	88	1875
Омск	46-60	81	1875
Омск	61-80	67	1875
Омск	80-100	33	1875
Омск	101+	77	1875
Ростов-на-Дону	0-3	87	1875
Ростов-на-Дону	3-7	41	1875
Ростов-на-Дону	8-14	97	1875
Ростов-на-Дону	15-18	13	1875
Ростов-на-Дону	18-25	28	1875
Ростов-на-Дону	26-35	33	1875
Ростов-на-Дону	36-45	17	1875
Ростов-на-Дону	46-60	31	1875
Ростов-на-Дону	61-80	49	1875
Ростов-на-Дону	80-100	79	1875
Ростов-на-Дону	101+	83	1875
Уфа	0-3	50	1875
Уфа	3-7	85	1875
Уфа	8-14	45	1875
Уфа	15-18	99	1875
Уфа	18-25	46	1875
Уфа	26-35	18	1875
Уфа	36-45	90	1875
Уфа	46-60	95	1875
Уфа	61-80	31	1875
Уфа	80-100	42	1875
Уфа	101+	63	1875
Красноярск	0-3	20	1875
Красноярск	3-7	88	1875
Красноярск	8-14	39	1875
Красноярск	15-18	95	1875
Красноярск	18-25	81	1875
Красноярск	26-35	27	1875
Красноярск	36-45	45	1875
Красноярск	46-60	65	1875
Красноярск	61-80	46	1875
Красноярск	80-100	88	1875
Красноярск	101+	88	1875
Москва	0-3	95	1878
Москва	3-7	69	1878
Москва	8-14	36	1878
Москва	15-18	52	1878
Москва	18-25	75	1878
Москва	26-35	73	1878
Москва	36-45	62	1878
Москва	46-60	36	1878
Москва	61-80	92	1878
Москва	80-100	50	1878
Москва	101+	72	1878
Санкт-Петербург	0-3	25	1878
Санкт-Петербург	3-7	93	1878
Санкт-Петербург	8-14	54	1878
Санкт-Петербург	15-18	59	1878
Санкт-Петербург	18-25	88	1878
Санкт-Петербург	26-35	91	1878
Санкт-Петербург	36-45	37	1878
Санкт-Петербург	46-60	65	1878
Санкт-Петербург	61-80	39	1878
Санкт-Петербург	80-100	57	1878
Санкт-Петербург	101+	56	1878
Новосибирск	0-3	74	1878
Новосибирск	3-7	79	1878
Новосибирск	8-14	65	1878
Новосибирск	15-18	14	1878
Новосибирск	18-25	60	1878
Новосибирск	26-35	66	1878
Новосибирск	36-45	10	1878
Новосибирск	46-60	93	1878
Новосибирск	61-80	51	1878
Новосибирск	80-100	96	1878
Новосибирск	101+	80	1878
Екатеринбург	0-3	55	1878
Екатеринбург	3-7	79	1878
Екатеринбург	8-14	78	1878
Екатеринбург	15-18	13	1878
Екатеринбург	18-25	73	1878
Екатеринбург	26-35	57	1878
Екатеринбург	36-45	27	1878
Екатеринбург	46-60	85	1878
Екатеринбург	61-80	74	1878
Екатеринбург	80-100	46	1878
Екатеринбург	101+	59	1878
Казань	0-3	34	1878
Казань	3-7	43	1878
Казань	8-14	74	1878
Казань	15-18	93	1878
Казань	18-25	67	1878
Казань	26-35	59	1878
Казань	36-45	60	1878
Казань	46-60	10	1878
Казань	61-80	18	1878
Казань	80-100	56	1878
Казань	101+	39	1878
Нижний Новгород	0-3	20	1878
Нижний Новгород	3-7	62	1878
Нижний Новгород	8-14	98	1878
Нижний Новгород	15-18	12	1878
Нижний Новгород	18-25	85	1878
Нижний Новгород	26-35	11	1878
Нижний Новгород	36-45	65	1878
Нижний Новгород	46-60	11	1878
Нижний Новгород	61-80	82	1878
Нижний Новгород	80-100	92	1878
Нижний Новгород	101+	42	1878
Челябинск	0-3	71	1878
Челябинск	3-7	20	1878
Челябинск	8-14	88	1878
Челябинск	15-18	40	1878
Челябинск	18-25	81	1878
Челябинск	26-35	62	1878
Челябинск	36-45	86	1878
Челябинск	46-60	47	1878
Челябинск	61-80	44	1878
Челябинск	80-100	49	1878
Челябинск	101+	53	1878
Самара	0-3	66	1878
Самара	3-7	53	1878
Самара	8-14	75	1878
Самара	15-18	94	1878
Самара	18-25	64	1878
Самара	26-35	69	1878
Самара	36-45	59	1878
Самара	46-60	52	1878
Самара	61-80	23	1878
Самара	80-100	86	1878
Самара	101+	88	1878
Омск	0-3	96	1878
Омск	3-7	16	1878
Омск	8-14	26	1878
Омск	15-18	82	1878
Омск	18-25	63	1878
Омск	26-35	43	1878
Омск	36-45	73	1878
Омск	46-60	77	1878
Омск	61-80	87	1878
Омск	80-100	56	1878
Омск	101+	91	1878
Ростов-на-Дону	0-3	62	1878
Ростов-на-Дону	3-7	39	1878
Ростов-на-Дону	8-14	77	1878
Ростов-на-Дону	15-18	22	1878
Ростов-на-Дону	18-25	23	1878
Ростов-на-Дону	26-35	59	1878
Ростов-на-Дону	36-45	10	1878
Ростов-на-Дону	46-60	44	1878
Ростов-на-Дону	61-80	57	1878
Ростов-на-Дону	80-100	75	1878
Ростов-на-Дону	101+	70	1878
Уфа	0-3	85	1878
Уфа	3-7	65	1878
Уфа	8-14	87	1878
Уфа	15-18	93	1878
Уфа	18-25	13	1878
Уфа	26-35	74	1878
Уфа	36-45	76	1878
Уфа	46-60	76	1878
Уфа	61-80	44	1878
Уфа	80-100	65	1878
Уфа	101+	24	1878
Красноярск	0-3	47	1878
Красноярск	3-7	55	1878
Красноярск	8-14	32	1878
Красноярск	15-18	30	1878
Красноярск	18-25	53	1878
Красноярск	26-35	79	1878
Красноярск	36-45	91	1878
Красноярск	46-60	22	1878
Красноярск	61-80	87	1878
Красноярск	80-100	62	1878
Красноярск	101+	40	1878
Москва	0-3	14	1881
Москва	3-7	28	1881
Москва	8-14	43	1881
Москва	15-18	79	1881
Москва	18-25	63	1881
Москва	26-35	84	1881
Москва	36-45	69	1881
Москва	46-60	11	1881
Москва	61-80	39	1881
Москва	80-100	37	1881
Москва	101+	57	1881
Санкт-Петербург	0-3	100	1881
Санкт-Петербург	3-7	82	1881
Санкт-Петербург	8-14	83	1881
Санкт-Петербург	15-18	93	1881
Санкт-Петербург	18-25	54	1881
Санкт-Петербург	26-35	40	1881
Санкт-Петербург	36-45	40	1881
Санкт-Петербург	46-60	100	1881
Санкт-Петербург	61-80	56	1881
Санкт-Петербург	80-100	70	1881
Санкт-Петербург	101+	30	1881
Новосибирск	0-3	90	1881
Новосибирск	3-7	49	1881
Новосибирск	8-14	77	1881
Новосибирск	15-18	42	1881
Новосибирск	18-25	35	1881
Новосибирск	26-35	82	1881
Новосибирск	36-45	72	1881
Новосибирск	46-60	49	1881
Новосибирск	61-80	37	1881
Новосибирск	80-100	89	1881
Новосибирск	101+	62	1881
Екатеринбург	0-3	88	1881
Екатеринбург	3-7	39	1881
Екатеринбург	8-14	27	1881
Екатеринбург	15-18	16	1881
Екатеринбург	18-25	70	1881
Екатеринбург	26-35	49	1881
Екатеринбург	36-45	21	1881
Екатеринбург	46-60	10	1881
Екатеринбург	61-80	58	1881
Екатеринбург	80-100	58	1881
Екатеринбург	101+	33	1881
Казань	0-3	50	1881
Казань	3-7	61	1881
Казань	8-14	39	1881
Казань	15-18	58	1881
Казань	18-25	70	1881
Казань	26-35	88	1881
Казань	36-45	95	1881
Казань	46-60	72	1881
Казань	61-80	87	1881
Казань	80-100	100	1881
Казань	101+	33	1881
Нижний Новгород	0-3	40	1881
Нижний Новгород	3-7	15	1881
Нижний Новгород	8-14	85	1881
Нижний Новгород	15-18	88	1881
Нижний Новгород	18-25	20	1881
Нижний Новгород	26-35	71	1881
Нижний Новгород	36-45	21	1881
Нижний Новгород	46-60	21	1881
Нижний Новгород	61-80	20	1881
Нижний Новгород	80-100	59	1881
Нижний Новгород	101+	24	1881
Челябинск	0-3	31	1881
Челябинск	3-7	61	1881
Челябинск	8-14	20	1881
Челябинск	15-18	61	1881
Челябинск	18-25	48	1881
Челябинск	26-35	100	1881
Челябинск	36-45	32	1881
Челябинск	46-60	89	1881
Челябинск	61-80	32	1881
Челябинск	80-100	86	1881
Челябинск	101+	99	1881
Самара	0-3	76	1881
Самара	3-7	89	1881
Самара	8-14	10	1881
Самара	15-18	88	1881
Самара	18-25	14	1881
Самара	26-35	15	1881
Самара	36-45	79	1881
Самара	46-60	76	1881
Самара	61-80	99	1881
Самара	80-100	63	1881
Самара	101+	41	1881
Омск	0-3	18	1881
Омск	3-7	83	1881
Омск	8-14	86	1881
Омск	15-18	85	1881
Омск	18-25	49	1881
Омск	26-35	12	1881
Омск	36-45	34	1881
Омск	46-60	85	1881
Омск	61-80	74	1881
Омск	80-100	67	1881
Омск	101+	37	1881
Ростов-на-Дону	0-3	40	1881
Ростов-на-Дону	3-7	25	1881
Ростов-на-Дону	8-14	82	1881
Ростов-на-Дону	15-18	20	1881
Ростов-на-Дону	18-25	32	1881
Ростов-на-Дону	26-35	44	1881
Ростов-на-Дону	36-45	10	1881
Ростов-на-Дону	46-60	37	1881
Ростов-на-Дону	61-80	14	1881
Ростов-на-Дону	80-100	66	1881
Ростов-на-Дону	101+	29	1881
Уфа	0-3	73	1881
Уфа	3-7	87	1881
Уфа	8-14	25	1881
Уфа	15-18	92	1881
Уфа	18-25	92	1881
Уфа	26-35	85	1881
Уфа	36-45	38	1881
Уфа	46-60	18	1881
Уфа	61-80	52	1881
Уфа	80-100	65	1881
Уфа	101+	60	1881
Красноярск	0-3	38	1881
Красноярск	3-7	26	1881
Красноярск	8-14	22	1881
Красноярск	15-18	30	1881
Красноярск	18-25	23	1881
Красноярск	26-35	86	1881
Красноярск	36-45	61	1881
Красноярск	46-60	57	1881
Красноярск	61-80	46	1881
Красноярск	80-100	72	1881
Красноярск	101+	32	1881
Москва	0-3	31	1884
Москва	3-7	60	1884
Москва	8-14	100	1884
Москва	15-18	69	1884
Москва	18-25	85	1884
Москва	26-35	31	1884
Москва	36-45	17	1884
Москва	46-60	14	1884
Москва	61-80	21	1884
Москва	80-100	76	1884
Москва	101+	59	1884
Санкт-Петербург	0-3	17	1884
Санкт-Петербург	3-7	62	1884
Санкт-Петербург	8-14	36	1884
Санкт-Петербург	15-18	81	1884
Санкт-Петербург	18-25	18	1884
Санкт-Петербург	26-35	85	1884
Санкт-Петербург	36-45	72	1884
Санкт-Петербург	46-60	11	1884
Санкт-Петербург	61-80	30	1884
Санкт-Петербург	80-100	73	1884
Санкт-Петербург	101+	82	1884
Новосибирск	0-3	32	1884
Новосибирск	3-7	49	1884
Новосибирск	8-14	71	1884
Новосибирск	15-18	25	1884
Новосибирск	18-25	97	1884
Новосибирск	26-35	95	1884
Новосибирск	36-45	100	1884
Новосибирск	46-60	21	1884
Новосибирск	61-80	68	1884
Новосибирск	80-100	90	1884
Новосибирск	101+	28	1884
Екатеринбург	0-3	66	1884
Екатеринбург	3-7	29	1884
Екатеринбург	8-14	78	1884
Екатеринбург	15-18	68	1884
Екатеринбург	18-25	50	1884
Екатеринбург	26-35	37	1884
Екатеринбург	36-45	24	1884
Екатеринбург	46-60	52	1884
Екатеринбург	61-80	77	1884
Екатеринбург	80-100	69	1884
Екатеринбург	101+	23	1884
Казань	0-3	57	1884
Казань	3-7	50	1884
Казань	8-14	13	1884
Казань	15-18	79	1884
Казань	18-25	30	1884
Казань	26-35	35	1884
Казань	36-45	79	1884
Казань	46-60	59	1884
Казань	61-80	14	1884
Казань	80-100	51	1884
Казань	101+	36	1884
Нижний Новгород	0-3	52	1884
Нижний Новгород	3-7	61	1884
Нижний Новгород	8-14	48	1884
Нижний Новгород	15-18	16	1884
Нижний Новгород	18-25	96	1884
Нижний Новгород	26-35	66	1884
Нижний Новгород	36-45	90	1884
Нижний Новгород	46-60	45	1884
Нижний Новгород	61-80	79	1884
Нижний Новгород	80-100	82	1884
Нижний Новгород	101+	56	1884
Челябинск	0-3	39	1884
Челябинск	3-7	60	1884
Челябинск	8-14	19	1884
Челябинск	15-18	66	1884
Челябинск	18-25	50	1884
Челябинск	26-35	83	1884
Челябинск	36-45	20	1884
Челябинск	46-60	66	1884
Челябинск	61-80	23	1884
Челябинск	80-100	61	1884
Челябинск	101+	60	1884
Самара	0-3	82	1884
Самара	3-7	10	1884
Самара	8-14	14	1884
Самара	15-18	59	1884
Самара	18-25	65	1884
Самара	26-35	91	1884
Самара	36-45	63	1884
Самара	46-60	76	1884
Самара	61-80	82	1884
Самара	80-100	95	1884
Самара	101+	67	1884
Омск	0-3	84	1884
Омск	3-7	76	1884
Омск	8-14	84	1884
Омск	15-18	29	1884
Омск	18-25	48	1884
Омск	26-35	87	1884
Омск	36-45	65	1884
Омск	46-60	66	1884
Омск	61-80	44	1884
Омск	80-100	83	1884
Омск	101+	61	1884
Ростов-на-Дону	0-3	16	1884
Ростов-на-Дону	3-7	59	1884
Ростов-на-Дону	8-14	40	1884
Ростов-на-Дону	15-18	68	1884
Ростов-на-Дону	18-25	90	1884
Ростов-на-Дону	26-35	74	1884
Ростов-на-Дону	36-45	56	1884
Ростов-на-Дону	46-60	37	1884
Ростов-на-Дону	61-80	68	1884
Ростов-на-Дону	80-100	19	1884
Ростов-на-Дону	101+	63	1884
Уфа	0-3	85	1884
Уфа	3-7	69	1884
Уфа	8-14	86	1884
Уфа	15-18	44	1884
Уфа	18-25	23	1884
Уфа	26-35	84	1884
Уфа	36-45	41	1884
Уфа	46-60	26	1884
Уфа	61-80	60	1884
Уфа	80-100	19	1884
Уфа	101+	77	1884
Красноярск	0-3	73	1884
Красноярск	3-7	84	1884
Красноярск	8-14	10	1884
Красноярск	15-18	63	1884
Красноярск	18-25	47	1884
Красноярск	26-35	12	1884
Красноярск	36-45	91	1884
Красноярск	46-60	66	1884
Красноярск	61-80	54	1884
Красноярск	80-100	14	1884
Красноярск	101+	46	1884
Москва	0-3	52	1887
Москва	3-7	34	1887
Москва	8-14	87	1887
Москва	15-18	75	1887
Москва	18-25	47	1887
Москва	26-35	63	1887
Москва	36-45	46	1887
Москва	46-60	49	1887
Москва	61-80	38	1887
Москва	80-100	54	1887
Москва	101+	79	1887
Санкт-Петербург	0-3	87	1887
Санкт-Петербург	3-7	71	1887
Санкт-Петербург	8-14	15	1887
Санкт-Петербург	15-18	50	1887
Санкт-Петербург	18-25	26	1887
Санкт-Петербург	26-35	65	1887
Санкт-Петербург	36-45	29	1887
Санкт-Петербург	46-60	26	1887
Санкт-Петербург	61-80	53	1887
Санкт-Петербург	80-100	97	1887
Санкт-Петербург	101+	44	1887
Новосибирск	0-3	72	1887
